sample_index,target_x,target_y,gaze_x,gaze_y,error_px,error_visual_angle_deg
266,1728.0,108.0,1761.2261905235403,84.51684406292475,40.687078409141016,
267,1728.0,108.0,1761.7541556412252,85.79701885095739,40.40192315913685,
268,1728.0,108.0,1762.847926042254,84.68883287685775,41.92598790833039,
269,1728.0,108.0,1761.5889410660075,81.65761952521434,42.68650806770321,
270,192.0,540.0,289.1491527942299,486.35556784469907,110.97604691960024,
271,192.0,540.0,288.940827564252,488.8886193635929,109.58967688337133,
272,192.0,540.0,286.2657906043694,489.43804177913194,106.96985976150302,
273,192.0,540.0,283.72065677205006,497.261225569746,101.18933599197273,
274,192.0,540.0,277.4621992132676,511.8909939689968,89.96612537182654,
275,192.0,540.0,271.9909645901024,526.674001710676,81.09338226058945,
276,192.0,540.0,263.8408978261011,533.843881551402,72.10417737422341,
277,192.0,540.0,254.94603147376768,538.3153592888651,62.968570673171264,
278,192.0,540.0,253.58482022421435,543.2905435886387,61.672666223842896,
279,192.0,540.0,253.82808161702917,549.4094563440312,62.53998357157004,
280,192.0,540.0,251.5360468209879,551.5098099636324,60.63840859117096,
281,192.0,540.0,249.10241881305387,552.4164505897154,58.43675623739097,
282,192.0,540.0,244.74810485572968,552.0918440579925,54.11631231517777,
283,192.0,540.0,244.77614505729866,554.7737843947596,54.804983281193245,
284,192.0,540.0,247.57739099921656,557.2773645413956,58.20097693145772,
285,192.0,540.0,251.41413098884297,559.2555923535652,62.4565192597704,
286,192.0,540.0,254.13519534305422,561.3827950354279,65.71153950294138,
287,192.0,540.0,256.28117060337985,561.4136692773599,67.754070918735,
288,192.0,540.0,258.2426162388035,555.5223196040839,68.03695034356495,
289,192.0,540.0,260.3910769062654,550.6542862786073,69.21598960142975,
290,192.0,540.0,261.74526688052214,549.883541731823,70.44208010415326,
291,192.0,540.0,259.4759615201398,549.3892949356622,68.1260907615888,
292,192.0,540.0,256.06884466614537,548.8601957354028,64.67858938879476,
293,192.0,540.0,253.06686195560872,551.395064665337,62.12092343029507,
294,192.0,540.0,250.27998379498106,553.3978985989133,59.80016887944397,
295,192.0,540.0,246.2221361147576,557.8561372753007,57.08661562259305,
296,192.0,540.0,244.9448345891455,560.9784046187609,56.94953002457902,
297,192.0,540.0,244.39883626046768,562.9961372909664,57.222900763210866,
298,192.0,540.0,242.49185129217744,564.3256878165001,56.04610722126189,
299,192.0,540.0,239.53047767109325,566.2573301764807,54.300954831743205,
300,192.0,540.0,240.21039748027098,565.2836394051861,54.438082688290926,
301,192.0,540.0,243.68917587682915,563.8461878355315,56.924613104642425,
302,192.0,540.0,246.42585570772906,562.112933897767,58.7465370476044,
303,192.0,540.0,249.1591647765479,559.5773010031533,60.418878113720545,
304,192.0,540.0,251.0529073715623,557.3645872186596,61.55302395746901,
305,192.0,540.0,255.580067726909,555.3920477890803,65.41666566938173,
306,192.0,540.0,262.3460460475368,552.1423000866703,71.38628471854324,
307,192.0,540.0,269.17381280537717,549.8484523868606,77.79967478939521,
308,192.0,540.0,273.0490496722402,548.6267843235211,81.50687002049463,
309,192.0,540.0,274.34832957956115,547.4989569514514,82.68906662856794,
310,192.0,540.0,273.49823096972875,547.8655687468258,81.87691263662974,
311,192.0,540.0,273.0720467093777,548.6455608971211,81.53172683608108,
312,192.0,540.0,271.99607469884535,548.5827741894527,80.45517994517432,
313,192.0,540.0,270.9943715247259,547.8816323273197,79.38659118975623,
314,192.0,540.0,270.6111985255887,547.944585924731,79.01162559487655,
315,192.0,540.0,270.94436092244405,548.7349545783206,79.42613897791101,
316,192.0,540.0,271.0857636292433,550.9790332875893,79.8442056805034,
317,192.0,540.0,271.132692121683,552.7778765652369,80.15770138883414,
318,192.0,540.0,272.19313318684596,554.9190746188461,81.56909585011908,
319,192.0,540.0,273.9933483376145,557.8844008711842,83.92115922778122,
320,192.0,540.0,275.1151018034342,562.5703409865384,86.12514406399472,
321,192.0,540.0,275.9672956403508,564.4534654837489,87.45558136173457,
322,192.0,540.0,278.30588075755014,563.4442692963279,89.43343231798278,
323,192.0,540.0,278.9646325026889,560.5833399124916,89.36733848717274,
324,192.0,540.0,275.6127316405903,558.0254634478872,85.5336555100534,
325,192.0,540.0,271.71991241752295,556.2396352409544,81.35717662638483,
326,192.0,540.0,268.84060337320903,556.0053970482927,78.48981501718755,
327,192.0,540.0,267.9623839719799,556.5716937112907,77.74898591729243,
328,192.0,540.0,267.8556013341613,555.0746854438293,77.33898366928292,
329,192.0,540.0,264.10480818240745,556.7724212445225,74.02984180332606,
330,192.0,540.0,258.90164707462304,557.9705180611505,69.2731542567794,
331,192.0,540.0,255.52235210337798,561.9251826329036,67.19972358746504,
332,192.0,540.0,252.50138826273601,566.7308988381941,66.14347234925074,
333,192.0,540.0,250.0556455443409,572.8300162693024,66.69533677711516,
334,192.0,540.0,247.00953356047452,577.6090830716045,66.63701607986224,
335,192.0,540.0,244.27057180490763,581.074669141284,66.47812513810801,
336,192.0,540.0,240.0608807642941,584.8366891923356,65.72805304867776,
337,192.0,540.0,235.2483123520317,589.6350070119476,65.83350546928956,
338,192.0,540.0,229.04817987974351,593.4989861932933,65.07464295800642,
339,192.0,540.0,228.62554924065137,593.4131007992031,64.76411193064574,
340,192.0,540.0,231.54180449856605,591.4652015283862,64.90162764800448,
341,192.0,540.0,234.65911473042024,588.0088972506933,64.22347144783426,
342,192.0,540.0,238.43525722322562,583.1470738109641,63.38693155403496,
343,192.0,540.0,243.58613002706724,578.6291485900116,64.44641131947289,
344,192.0,540.0,250.19185234138587,578.1001554216244,69.55511140148936,
345,192.0,540.0,257.9449972559811,579.9649708139992,77.10993162527875,
346,192.0,540.0,262.9216040503848,580.5001492257857,81.67090062188899,
347,192.0,540.0,264.8816229656678,581.4767648792223,83.8573371325136,
348,192.0,540.0,265.1647323088202,582.0218805681542,84.37367184320908,
349,192.0,540.0,266.8745912381918,581.6941645541681,85.70068710900952,
350,192.0,540.0,268.03751129724407,580.638489938244,86.21594973518111,
351,192.0,540.0,270.32487175045605,579.5810748137337,87.7578886376363,
352,192.0,540.0,271.1638142760628,576.6650121011187,87.24237848150487,
353,192.0,540.0,271.25831533993977,572.4631168374991,85.64890253430251,
354,192.0,540.0,270.7179986558138,567.2830840808265,83.3120038730203,
355,192.0,540.0,270.46124062512683,565.1241432509952,82.38561072499603,
356,192.0,540.0,269.3191901269083,558.3895305147872,79.4759837588393,
357,192.0,540.0,269.4782369936602,550.9687759828502,78.25082270626758,
358,192.0,540.0,271.79767654043303,547.9791416932093,80.19561012556665,
359,192.0,540.0,274.087649605514,544.598602438908,82.21635702309348,
360,960.0,540.0,1016.1987015800902,576.3402137896695,66.92462325308166,
361,960.0,540.0,1015.9109058306225,576.3185225690278,66.67131671414414,
362,960.0,540.0,1015.4421486774469,576.5094522677601,66.38352171182228,
363,960.0,540.0,1014.36950537926,579.4547619964195,67.17679182113037,
364,960.0,540.0,1016.1699457374939,582.9276737066137,70.6954593592439,
365,960.0,540.0,1013.5723095155097,581.3340146786658,67.66456322390418,
366,960.0,540.0,1014.9915989872502,583.15462137699,69.90277036974929,
367,960.0,540.0,1012.200698643928,585.7473036284865,69.4098604536209,
368,960.0,540.0,1006.7366766894302,593.395285663127,70.96036555020879,
369,960.0,540.0,1003.0250968469329,598.9132689320098,72.95157445143505,
370,960.0,540.0,1001.1299361243299,601.6733624171245,74.13012395393281,
371,960.0,540.0,996.9691139337783,602.7532007433047,72.83323134790996,
372,960.0,540.0,997.957017426415,605.2442784002267,75.48212394915404,
373,960.0,540.0,1000.6795284116592,607.6437746350671,78.93354343164087,
374,960.0,540.0,1004.0661958305249,609.9042876107602,82.63436961302513,
375,960.0,540.0,1005.3515170234627,607.9866377846018,81.72480048054007,
376,960.0,540.0,1004.5256976717033,605.5785227529044,79.26588421007565,
377,960.0,540.0,1002.5303213945621,602.22565711713,75.37148427345304,
378,960.0,540.0,1001.1763108258433,600.4765520960634,73.16352866459034,
379,960.0,540.0,1000.5330037110145,599.4921936724161,71.98781492581493,
380,960.0,540.0,1000.1814546356975,601.0627663266112,73.09726895102807,
381,960.0,540.0,999.7030098346377,603.9067436143902,75.2356356344833,
382,960.0,540.0,1000.1561890412385,606.9286185816732,78.05100578190371,
383,960.0,540.0,1001.701953957942,609.2797095721442,80.86242095257202,
384,960.0,540.0,1003.9383025884462,611.5359122762144,83.95213624169486,
385,960.0,540.0,1004.8029990296268,614.8407877033827,87.22644224151034,
386,960.0,540.0,1004.3230600013629,617.4986253627745,89.27805206770643,
387,960.0,540.0,1004.7301827423876,621.3911439687389,92.87253396299344,
388,960.0,540.0,1005.5896658910082,624.9782274420584,96.43503914681611,
389,960.0,540.0,1007.0031683486118,626.2179105207437,98.19789167477528,
