sample_index,target_x,target_y,gaze_x,gaze_y,error_px,error_visual_angle_deg
0,192.0,108.0,162.837897148478,145.9846679470584,47.888028167497495,
1,192.0,108.0,163.9814993132888,145.50105642451643,46.81202424255975,
2,192.0,108.0,168.2541630203571,144.46067485290783,43.511441996252444,
3,192.0,108.0,174.30123585012137,144.77981833515506,40.81667905648421,
4,192.0,108.0,182.55600746873054,144.63260588198884,37.83036886729756,
5,192.0,108.0,188.3107292225979,147.84542505941246,40.015854570835394,
6,192.0,108.0,186.6513256347634,152.06140342993916,44.38485766205851,
7,192.0,108.0,184.73359568116138,157.13253501782341,49.66695711438824,
8,192.0,108.0,181.93721213948368,160.8029842643379,53.75327754421745,
9,192.0,108.0,179.94073443423238,164.19074743475176,57.470218228764104,
10,192.0,108.0,177.77749589765978,166.52187032023957,60.22531800430797,
11,192.0,108.0,175.54690102060812,169.34329469272686,63.51144991089715,
12,192.0,108.0,175.94283680804813,168.04317488607026,62.153160339376086,
13,192.0,108.0,175.63201702920477,167.33747505749287,61.55360925835974,
14,192.0,108.0,173.7968602942894,165.99445044792114,60.78413097101906,
15,192.0,108.0,170.93952010357424,164.45069029048247,60.25134228994177,
16,192.0,108.0,166.77842282271678,163.9212160886134,61.3458259716099,
17,192.0,108.0,163.5345785941724,162.50094860434356,61.486857250835705,
18,192.0,108.0,164.34222255385578,159.8965384591642,58.806490775287315,
19,192.0,108.0,163.24963461325603,155.964895966127,55.92150529905888,
20,192.0,108.0,159.95748845152013,155.7181797074829,57.47823258356244,
21,192.0,108.0,155.34409345045827,158.71550158443915,62.57569484975765,
22,192.0,108.0,149.01389588104993,159.71868577639827,67.25048405597566,
23,192.0,108.0,148.1620372677652,158.30388369190175,66.72516535012247,
24,192.0,108.0,148.11594902165692,156.91477772895092,65.71503184616506,
25,192.0,108.0,144.69659303868121,157.43141839349528,68.41839982446919,
26,192.0,108.0,141.30153286137232,159.248018524591,72.08809869113855,
27,192.0,108.0,137.2250304868407,162.1613388663306,77.03082443386559,
28,192.0,108.0,135.22981956249023,161.5367220691477,78.03226253811036,
29,192.0,108.0,136.08475963731075,160.99522802106392,77.03900504174409,
30,192.0,108.0,136.58497867950408,159.91006727248896,75.93075577251518,
31,192.0,108.0,138.1205898838399,160.8612763163554,75.48049660845808,
32,192.0,108.0,138.7798947058071,163.60384843028635,76.96861417346189,
33,192.0,108.0,136.91748812887957,166.86355899128324,80.61638599659753,
34,192.0,108.0,134.46306433970292,167.94076987911598,83.08667076540198,
35,192.0,108.0,130.60521333067246,167.86524597482787,85.75061227652479,
36,192.0,108.0,127.60954069513778,166.4405824552305,86.95650020094939,
37,192.0,108.0,125.80648616830797,164.0684157899641,86.74819031301287,
38,192.0,108.0,129.42026722691352,160.99652663282166,82.00521196298617,
39,192.0,108.0,134.78198683992437,157.89148382121837,75.91482851109842,
40,192.0,108.0,139.82415696588686,156.92477544151035,71.52588516280402,
41,192.0,108.0,146.32889620226692,156.24948112122786,66.43690352937163,
42,192.0,108.0,153.39673217959574,154.6178046038022,60.526291745754094,
43,192.0,108.0,157.18064727250623,152.72780468890977,56.68301188760956,
44,192.0,108.0,158.93109150986822,152.25431854103965,55.24488590141639,
45,192.0,108.0,160.71648073523946,152.24089852565325,54.184090653491566,
46,192.0,108.0,158.49863836507942,154.61336932263342,57.40337473530586,
47,192.0,108.0,157.22025597653453,156.6394008648259,59.794831806996555,
48,192.0,108.0,155.51468744567154,160.2777812667734,63.750642713337726,
49,192.0,108.0,154.0864698170789,162.8016565853594,66.63825729587273,
50,192.0,108.0,153.3206288501794,162.91791639121067,67.17195317465155,
51,192.0,108.0,150.64196495335904,166.6424960452386,71.75952484050467,
52,192.0,108.0,148.74425776726056,169.35961395667394,75.07370685544475,
53,192.0,108.0,145.0185135814899,170.39715324080154,78.10675258035452,
54,192.0,108.0,142.52352870088936,169.81592265133972,79.1778346852712,
55,192.0,108.0,142.39161692512516,169.3339463698666,78.88500902329416,
56,192.0,108.0,142.53549960552883,173.3700404856788,81.97547799417777,
57,192.0,108.0,145.59689972794482,177.456553302256,83.53119484053569,
58,192.0,108.0,146.8894595595998,178.1084209123101,83.36756888408479,
59,192.0,108.0,145.75310364637866,178.93466287008934,84.67881564379503,
60,192.0,108.0,145.50466156699156,179.4175782071088,85.21905287533119,
61,192.0,108.0,144.87385745537514,175.11693152196594,82.00948608582159,
62,192.0,108.0,142.10602145074708,173.87983495774338,82.64116256160013,
63,192.0,108.0,142.23107844656718,173.04029515842254,81.89740867015557,
64,192.0,108.0,145.6501088135303,171.81287426810923,78.86948291547941,
65,192.0,108.0,144.07718085853202,173.28139110357654,80.98306377807629,
66,192.0,108.0,137.80609941622043,178.97167044567223,89.29701487918669,
67,192.0,108.0,132.98253462608224,183.9442170120554,96.17996317703467,
68,192.0,108.0,127.01838242293269,188.58998742796223,103.52466709229898,
69,192.0,108.0,120.35413312789186,196.05597043770018,113.52085345689122,
70,192.0,108.0,114.28617071431117,203.71305071300645,123.29001313584054,
71,192.0,108.0,109.90318920268724,212.16073047744396,132.6248246622196,
72,192.0,108.0,102.10010835083834,222.262968503452,145.38918972795696,
73,192.0,108.0,92.64401741788134,230.2899180202121,157.56406736387729,
74,192.0,108.0,86.9395374928654,235.8118498892258,165.4495988339622,
75,192.0,108.0,84.02041645384061,239.5202957307152,170.168089405437,
76,192.0,108.0,84.52156464125751,240.1809184380229,170.36258176689694,
77,192.0,108.0,87.07936738006093,238.19271030834037,167.2078974414775,
78,192.0,108.0,90.45263473438234,233.46439458429197,161.40998017716154,
79,192.0,108.0,95.10492594194506,226.8245253258623,153.32293760436644,
80,192.0,108.0,100.27262496627311,219.43380193479237,144.33088215700934,
81,192.0,108.0,104.22033858995137,215.74688402296033,138.9771922795969,
82,192.0,108.0,107.95061407307432,211.37708009474406,133.2333290269684,
83,192.0,108.0,112.28697588318572,207.38550790039744,127.40347481316111,
84,192.0,108.0,120.51100843549578,201.04797228136428,117.33968237805696,
85,192.0,108.0,125.8490428037316,197.4138156876626,111.22400628375976,
86,192.0,108.0,129.1068688041563,195.8419496372347,108.03589249729964,
87,192.0,108.0,131.8036713206573,196.45434463958856,106.99424784580977,
88,192.0,108.0,138.07549244322303,197.582281364988,104.56021064342198,
89,192.0,108.0,141.07891179257146,194.72574975296516,100.56994031241469,
90,960.0,108.0,913.9293582009129,156.6789333898043,67.02344807415382,
91,960.0,108.0,912.9625184373414,157.65270475795086,68.39529049238467,
92,960.0,108.0,910.6188708653345,159.71228523328892,71.50284161250892,
93,960.0,108.0,914.0016355540903,162.3050120809232,71.16799750455219,
94,960.0,108.0,918.1650439667168,156.9442577534153,64.38714090048954,
95,960.0,108.0,918.8191537188559,151.64618880264456,60.00709872529513,
96,960.0,108.0,916.6710239224001,147.20444735079315,58.4327721404208,
97,960.0,108.0,914.3765954325875,143.61262937634086,57.87706294740962,
98,960.0,108.0,914.613934248641,141.12290496942927,56.1873811277988,
99,960.0,108.0,916.437858283177,138.92933773642642,53.425500688065654,
100,960.0,108.0,916.2186549592136,139.99978907609918,54.22907591408162,
101,960.0,108.0,914.8631432943431,143.54300691971133,57.451206899086564,
102,960.0,108.0,915.0234344125993,148.64371103377374,60.62015092883439,
103,960.0,108.0,916.572306228377,151.640573138968,61.56674597718706,
104,960.0,108.0,917.9879638202141,155.07390050242802,63.09487532663912,
105,960.0,108.0,918.4737927874817,158.52372751300157,65.39933430291964,
106,960.0,108.0,917.5020959791773,161.54476384890208,68.36017540789192,
107,960.0,108.0,910.8435566060167,179.85111425482552,87.05709934753095,
108,960.0,108.0,902.904976790971,206.99015077276763,114.27550754757046,
109,960.0,108.0,889.2528414358237,232.06470171639353,142.81880358301004,
110,960.0,108.0,872.9492508470055,254.7296061176389,170.6089395065072,
111,960.0,108.0,863.4129937940833,265.8073112462423,185.01945100607716,
112,960.0,108.0,855.6702889851855,267.48852611098016,190.5814223933894,
113,960.0,108.0,852.0895687480696,262.68422539596423,188.60506557175782,
114,960.0,108.0,855.4661489718352,254.48029193808347,179.95499975561867,
115,960.0,108.0,864.3180717376346,244.16291774233798,166.4192644020251,
116,960.0,108.0,873.457482252345,230.65654633677337,150.11407574697387,
117,960.0,108.0,882.7308909745783,216.6099683107447,133.29156172107622,
118,960.0,108.0,890.0183744352078,203.3942056355181,118.31095632071569,
119,960.0,108.0,897.4998293779814,190.84396798304203,103.77569252458268,
120,960.0,108.0,902.5361785708106,179.90463010326437,92.04545944006708,
121,960.0,108.0,907.9812855427289,170.41172734938073,81.24758682275152,
122,960.0,108.0,910.8039398273442,163.83926141909774,74.41959051447348,
123,960.0,108.0,912.7436836395618,157.2890369488211,68.2830037366552,
124,960.0,108.0,914.7063300770113,151.04530519948858,62.48531695374336,
125,960.0,108.0,915.9641240748999,147.52080024546342,59.169688359265756,
126,960.0,108.0,917.7383866894722,144.7005739453798,55.97299426981612,
127,960.0,108.0,919.7731100676825,141.69072242249027,52.47158708268765,
128,960.0,108.0,922.6065668619732,139.7423534153957,49.04942244508049,
