sample_index,target_x,target_y,gaze_x,gaze_y,error_px
0,192.0,108.0,109.47006696311135,207.12097651378338,128.9812305419642
1,192.0,108.0,109.89662671313589,204.9932892832541,127.07738615138086
2,192.0,108.0,112.14028349142446,211.74908558583596,130.92534926715746
3,192.0,108.0,106.28623213772111,212.17474046064567,134.90450900986045
4,192.0,108.0,83.96861164424286,209.2520575764513,148.06336492710622
5,192.0,108.0,69.29322838700205,223.87970923083202,168.7751723776534
6,192.0,108.0,78.78802053764349,237.31188668799683,171.86772917739492
7,192.0,108.0,88.0678431099137,232.4244137920367,162.1213372240603
8,192.0,108.0,106.17896799368252,219.89381457240538,141.01586887365977
9,192.0,108.0,107.46894801638274,221.13821732821992,141.22944087428982
10,192.0,108.0,109.44705382734452,214.51423181773174,134.76004786844967
11,192.0,108.0,105.50445158684475,206.74974798372352,131.2744934179576
12,192.0,108.0,106.27858448239752,206.6001236861408,130.6527667876334
13,192.0,108.0,115.47600675999192,206.48151078227068,124.71779948088924
14,192.0,108.0,111.04954346209175,209.50644072164238,129.83271514403475
15,192.0,108.0,105.32584380109529,213.84917212241305,136.80810133830656
16,192.0,108.0,204.27005104216323,189.7120890441309,82.62820129068082
17,192.0,108.0,292.9347642832075,170.5655439232789,118.752995445683
18,192.0,108.0,328.69377127620766,163.0606814613622,147.36643358886639
19,192.0,108.0,342.2644044629293,153.99734861491459,157.14689729104037
20,192.0,108.0,298.83922784486197,158.06774192270942,117.98897994188
21,192.0,108.0,258.1642966370985,154.2180535641737,80.70825623653874
22,192.0,108.0,221.14532714193962,159.9513828703097,59.56841676885654
23,192.0,108.0,179.98318951254237,166.232266808617,59.45923504352733
24,192.0,108.0,151.67993582532054,161.98042305648983,67.37650665037397
25,192.0,108.0,125.28038118523713,164.05190764281173,87.13968031376724
26,192.0,108.0,107.92239618250177,167.2577519179833,102.8616771497794
27,192.0,108.0,87.11500035317557,174.46354605431597,124.1703108839973
28,192.0,108.0,72.06448055872214,178.72194663679116,139.2340567524565
29,192.0,108.0,67.2350454711925,186.41845462021232,147.36264080016244
30,192.0,108.0,56.06706876809655,186.7492728180889,157.0961799748014
31,192.0,108.0,48.451743818519816,190.48732943777762,165.56044627422432
32,192.0,108.0,50.627017021680174,193.80337090472145,165.37393620157172
33,192.0,108.0,49.25907155854675,200.82880673748082,170.27084310777533
34,192.0,108.0,53.105622090886904,205.35745956550582,169.61757912377072
35,192.0,108.0,53.276579804235034,206.30185116515472,170.02188463049984
36,192.0,108.0,61.36532104054309,206.07412671481487,163.35223805541796
37,192.0,108.0,72.29211222895013,202.97642220707294,152.80870122431656
38,192.0,108.0,194.83560553584513,189.84039495724926,81.88950424513185
39,192.0,108.0,309.7987827163582,174.82939636381414,135.4353034766325
40,192.0,108.0,427.01944497418,146.83531551795625,238.20646768580997
41,192.0,108.0,529.1500350131929,125.57453476950029,337.607775949787
42,192.0,108.0,624.0675090622574,114.84886383639639,432.12178760519976
43,192.0,108.0,702.9439376787225,104.35213342238825,510.9569594214431
44,192.0,108.0,773.6823892811593,95.41697150062811,581.8184722110963
45,192.0,108.0,825.9049842682084,88.39361619533766,634.2081199148851
46,192.0,108.0,866.0747404989766,79.22692562502641,674.6885545107093
47,192.0,108.0,898.092256256844,68.86563126576456,707.1759138729966
48,192.0,108.0,918.2689939251064,62.93952539864332,727.6655123807132
49,192.0,108.0,940.6449639877837,62.44335829276869,750.0297925468768
50,192.0,108.0,967.1548863783804,62.550972655298125,776.4861312108925
51,192.0,108.0,985.678911449817,66.06354166930424,794.7860599038514
52,192.0,108.0,1001.3799233152772,67.36188847648408,810.3994795001054
53,192.0,108.0,1011.5933173005569,72.05858334168613,820.3810036776437
54,192.0,108.0,1013.1152422765557,76.3319425169768,821.7256883921999
55,192.0,108.0,1013.3644838763531,78.16292500039656,821.9062394324549
56,192.0,108.0,982.4628966638782,84.56301148972636,790.8102701866483
57,192.0,108.0,964.7161413993377,99.9988208792189,772.7575648587364
58,192.0,108.0,804.9764036601352,131.6180788609804,613.4312390913888
59,192.0,108.0,660.3572725456361,149.9453850051442,470.23180461301956
