sample_index,target_x,target_y,gaze_x,gaze_y,error_px
0,192.0,108.0,205.58558271445466,144.05103747359206,38.52590505898114
1,192.0,108.0,204.84819643542102,140.73009306012284,35.16155774944373
2,192.0,108.0,205.21884463850176,132.68265894940873,27.99949118090673
3,192.0,108.0,208.9100986567541,120.87260513158019,21.252185757110748
4,192.0,108.0,211.4611927853933,111.83544973894053,19.83554131679253
5,192.0,108.0,214.55288614401107,102.09997554903572,23.311863116162613
6,192.0,108.0,214.04631013263713,88.714543065751,29.291101714124572
7,192.0,108.0,213.03941308674783,76.67505598579528,37.73471903337662
8,192.0,108.0,213.0320186592115,65.83257140821655,47.12152207775739
9,192.0,108.0,214.42491208237763,57.821856144554694,54.96110263340911
10,192.0,108.0,216.78503782026755,54.264052238177705,59.17643265366194
11,192.0,108.0,220.71698494479614,52.44443799968675,62.538673582754356
12,192.0,108.0,224.82319008209464,49.26968300339744,67.2801006367168
13,192.0,108.0,226.99065456175748,51.70167061756418,66.28610561734243
14,192.0,108.0,223.95672958560965,51.47887286858625,64.92973415942203
15,192.0,108.0,220.17884189001754,49.90702971908586,64.56655733676514
16,192.0,108.0,217.30912557067802,50.23875444955571,63.062772890914566
17,192.0,108.0,213.3164746521925,49.380184554274145,62.37527438407406
18,192.0,108.0,210.25348312571833,46.61381356244009,64.04259154318903
19,192.0,108.0,208.36287435640347,45.56725494704853,64.5413922382395
20,192.0,108.0,209.0958640896343,51.45821994972216,59.0698015929057
21,192.0,108.0,210.7240299206131,59.86684545554664,51.64677979185388
22,192.0,108.0,216.11630095962437,70.139389415805,44.88899426121327
23,192.0,108.0,221.46538804164527,78.12237583846589,41.962858791824694
24,192.0,108.0,226.2101734862365,83.5353307535005,42.05776992779119
25,192.0,108.0,230.5883012163106,89.02939708919003,42.99931122192948
26,192.0,108.0,234.4559084712384,97.35613190884008,43.7698079966109
27,192.0,108.0,239.95760567236363,106.91473250700008,47.96988375384379
28,192.0,108.0,246.40602807693458,111.20052564907459,54.50008491313181
29,192.0,108.0,252.56633611884678,109.96417302911289,60.59817692430539
30,192.0,108.0,259.83087619115804,110.45167157494903,67.87516820142417
31,192.0,108.0,267.89648921393643,112.42229622910583,76.02521804598217
32,192.0,108.0,270.7530433301606,114.60232301971521,79.0293142006105
33,192.0,108.0,270.69920611882384,115.76458048350166,79.08131102743488
34,192.0,108.0,269.6434034248202,112.37405491200256,77.76651240580738
35,192.0,108.0,267.0392227611064,105.03784438106432,75.09766520006954
36,192.0,108.0,263.7632701133322,94.64890157972866,72.99464888871549
37,192.0,108.0,260.576612601966,83.16966227080498,72.93351402274547
38,192.0,108.0,260.3360112788785,72.34108148881161,77.0802757318277
39,192.0,108.0,263.2497721453451,64.24437624366772,83.61270621783095
40,192.0,108.0,267.5649119068728,57.327762880617705,90.98203958021797
41,192.0,108.0,271.6454306458497,51.83416322544181,97.45766179910721
42,192.0,108.0,274.3240757154987,46.039822746954265,103.03551333224873
43,192.0,108.0,274.0482758953106,39.131379577556345,107.12052303962874
44,192.0,108.0,271.5764157900297,35.65200187767671,107.54830906292942
45,192.0,108.0,267.96267503910735,34.099220726070136,105.97949413160606
46,192.0,108.0,259.9436557050599,35.507872648933834,99.35516533351908
47,192.0,108.0,250.23378238831097,38.409370462259545,90.74155129106066
48,192.0,108.0,239.90892321395506,45.165812157154164,79.01518895371116
49,192.0,108.0,229.39444681367732,51.73351062072842,67.55932562991303
50,192.0,108.0,222.55355245292557,58.042928356242264,58.559615561521724
51,192.0,108.0,218.46136939890584,66.31221802056038,49.3768694515017
52,192.0,108.0,217.1078884558699,71.01645555678364,44.701103144058585
53,192.0,108.0,217.24309432926466,76.08937023170262,40.687861869671906
54,192.0,108.0,219.13887718069478,78.20662647571855,40.30091513335883
55,192.0,108.0,221.99574993191027,77.99083023657323,42.42988668224159
56,192.0,108.0,227.19476998098767,80.90739425329278,44.41487498756632
57,192.0,108.0,233.3204961123823,85.99165998430132,46.816134283172126
58,192.0,108.0,238.87021650162598,90.56665187751115,50.00738767091496
59,192.0,108.0,243.14544294885275,94.94067812910441,52.786382923648056
60,192.0,108.0,248.56523569006814,103.44029622925812,56.7487161718208
61,192.0,108.0,255.91940747168218,109.49801717881577,63.93695885009676
62,192.0,108.0,259.16588446863244,116.97372530588825,67.76270199984074
63,192.0,108.0,263.2617002139698,121.37465700068319,72.505940220589
64,192.0,108.0,265.89914806752444,124.47167338938884,75.71261525896857
65,192.0,108.0,266.44992103596263,126.006554281395,76.59651910726686
66,192.0,108.0,265.9638731929231,124.84549103480707,75.85792711314072
67,192.0,108.0,264.68089106557636,120.07534833962731,73.67717396595447
68,192.0,108.0,262.7557287518619,113.75602523703147,70.98947089348111
69,192.0,108.0,259.01972528650975,108.9481144210187,67.02643134193092
70,192.0,108.0,255.7115541507571,105.52549100018992,63.75959007941469
71,192.0,108.0,251.71381741923344,100.53553453808877,60.17855295210755
72,192.0,108.0,248.32298043037588,96.63087498685498,57.458986487102464
73,192.0,108.0,244.10229779319306,93.57693026902841,54.06176445321628
74,192.0,108.0,238.75513941708584,93.52955348897207,48.94320059149845
75,192.0,108.0,232.81554997840428,91.49595131931738,44.026046187387294
76,192.0,108.0,226.4230036263785,84.83928191220896,41.489300319525725
77,192.0,108.0,223.26586678862492,77.87696166072007,43.41603234789848
78,192.0,108.0,222.32527463799678,72.82445627679796,46.44288059641466
79,192.0,108.0,222.07296542995633,70.21334953716234,48.293003664630525
80,192.0,108.0,223.13189873599734,71.52445033027024,47.95477914261847
81,192.0,108.0,224.92231443668786,76.5378555915812,45.538393896187685
82,192.0,108.0,226.18521792844345,81.7174052419849,43.12080602249005
83,192.0,108.0,226.72336979395445,86.38197080082072,40.90295339341984
84,192.0,108.0,228.49539133952763,90.1632235329221,40.62098206299021
85,192.0,108.0,231.21218893580453,92.54124605214379,42.14936339682477
86,192.0,108.0,233.2616555511694,92.35036222322121,44.1297561897608
87,192.0,108.0,234.03881470856498,89.40306495068249,45.96855376591256
88,192.0,108.0,235.6573090487656,87.86477821477564,48.07689455153696
89,192.0,108.0,236.65516550330403,90.34551709971313,48.018377446598464
90,960.0,108.0,915.7679235101555,135.75326499000982,52.218007508992166
91,960.0,108.0,917.0426209415872,131.8238502916254,49.12140326055378
92,960.0,108.0,916.7441690561175,122.94765862676236,45.765701229938216
93,960.0,108.0,917.4994589565206,113.16231453972804,42.81291254277809
94,960.0,108.0,920.8919359183942,102.81891576007142,39.44976945575501
95,960.0,108.0,925.4959809613696,98.69820685999969,35.73584594545828
96,960.0,108.0,930.6610405801691,98.00507346154876,30.994726911968744
97,960.0,108.0,932.3490633254858,95.82270251784881,30.213587555052154
98,960.0,108.0,935.3419591272577,86.10523367610448,32.975745208559246
99,960.0,108.0,939.2816877771697,77.22281667632072,37.10099021188033
100,960.0,108.0,943.3827108095691,66.19591696701757,44.98572727284625
101,960.0,108.0,944.9441887718797,58.80472446001874,51.447571246769975
102,960.0,108.0,943.9179694095543,54.58172630800183,55.78659043305349
103,960.0,108.0,943.2597767672929,55.8663790740666,54.755360511367165
104,960.0,108.0,940.8038726384991,58.54755400343017,53.047485526861855
105,960.0,108.0,937.7725492611349,61.514442765312275,51.5263679854121
106,960.0,108.0,935.8419799816533,67.59872439106992,47.07306025781169
107,960.0,108.0,933.289940728067,70.67265858940745,45.89943009551548
108,960.0,108.0,931.505395001581,74.87733850091487,43.692713566439245
109,960.0,108.0,930.6433351435786,77.10393573537048,42.61901639569317
110,960.0,108.0,930.7007401533081,78.39786311436558,41.65012767999412
111,960.0,108.0,929.8634716844222,80.80145497455146,40.59521142224752
112,960.0,108.0,930.8089362047715,84.52257672264568,37.46074757984895
113,960.0,108.0,931.4532370402064,91.11656094035207,33.16576834574298
114,960.0,108.0,932.5393786215973,98.07230871843848,29.200081860672604
115,960.0,108.0,934.3609283412918,105.84148655701551,25.729772167742144
116,960.0,108.0,937.5429401451906,114.0042687604256,23.24587663801718
117,960.0,108.0,938.6589104529592,120.59686513491272,24.781507506243347
118,960.0,108.0,938.8688070249118,124.75875954668753,26.970045200075344
119,960.0,108.0,938.9011159246777,128.43137234195112,29.370118913605612
120,960.0,108.0,940.2355903766785,132.60452324833895,31.559696640438354
121,960.0,108.0,939.9206613992459,135.58491743457574,34.11901974729191
122,960.0,108.0,938.9643411595499,137.63184445286737,36.33930583446432
123,960.0,108.0,936.9550816341593,139.46276383007134,38.999663720538734
124,960.0,108.0,935.6269526285174,141.59239098787418,41.50294170844694
125,960.0,108.0,934.6881013857599,140.86212816316674,41.48025649474661
126,960.0,108.0,933.8101474411717,138.04421117122547,39.856781128866324
127,960.0,108.0,935.2309990425264,134.19466390697366,36.050850553497874
128,960.0,108.0,935.8482149556162,129.2994714243692,32.20211489619341
129,960.0,108.0,935.10488711617,124.70318672343583,29.97937778234572
130,960.0,108.0,934.0471697673249,116.61564545431655,27.345543397060855
131,960.0,108.0,932.8467411305647,114.55340055316393,27.932893262975355
132,960.0,108.0,932.1052021384737,111.69683329524281,28.13869798246229
133,960.0,108.0,931.2036434509721,108.8644081422569,28.809327516190695
134,960.0,108.0,930.3260198726751,107.23222790195382,29.683910971962717
135,960.0,108.0,929.1273275364013,104.40484590105844,31.081297238689775
136,960.0,108.0,928.2234589512977,103.09077059502823,32.15352382508796
137,960.0,108.0,929.0280009195801,101.09159270486614,31.733118636418155
138,960.0,108.0,930.3657116827377,100.95536738735157,30.46010329460192
139,960.0,108.0,929.3001990350515,99.84738813379231,31.76386090399723
140,960.0,108.0,929.5196461849395,101.44397476592395,31.177450754689957
141,960.0,108.0,927.6127992005038,103.64887754117578,32.678173790445705
142,960.0,108.0,925.1667199876117,105.97774370941372,34.89193197468815
143,960.0,108.0,922.3986287777369,107.67769978916968,37.60275249526736
144,960.0,108.0,920.0044894526984,110.01120537767122,40.04604613454974
145,960.0,108.0,920.7540763279624,110.90763302853087,39.35348592818694
146,960.0,108.0,922.4630977214082,109.79278789825898,37.579690274411455
147,960.0,108.0,923.1248214744228,106.8357846768623,36.893552127869434
148,960.0,108.0,922.8321906384814,104.23194087750494,37.35832333342609
149,960.0,108.0,921.303267788135,104.58739582992649,38.846916880215744
150,960.0,108.0,921.1703266927889,105.14905372890227,38.934193503724075
151,960.0,108.0,922.7221850729949,104.71755805350098,37.422051131173745
152,960.0,108.0,921.8597524512891,104.86614957026156,38.268779724377445
153,960.0,108.0,921.7968645276231,104.54210383210325,38.35930924598009
154,960.0,108.0,922.1454512258847,105.07288396465454,37.967550239332674
155,960.0,108.0,923.0161117883423,105.35198892845409,37.07856456077316
156,960.0,108.0,924.469031438303,101.44944727050981,36.12975875914665
157,960.0,108.0,924.2522912198896,97.73404585490918,37.19258659379167
158,960.0,108.0,924.0140331817739,92.46162540747524,39.197332725838464
159,960.0,108.0,923.8521924886612,88.79917082668503,40.93086645576445
160,960.0,108.0,924.0849902481616,86.01972315187024,42.10724991964064
161,960.0,108.0,923.4507532243551,84.61237320254617,43.39157207435525
162,960.0,108.0,923.4229328706404,85.84049334137121,42.7659394277677
163,960.0,108.0,922.7849026193142,87.8669229306657,42.311987253421286
164,960.0,108.0,921.3182376443499,88.7537854529055,43.205271823375696
165,960.0,108.0,919.5527821246438,91.13099871425351,43.82397332779226
166,960.0,108.0,918.3730375507255,93.76447586045224,43.993796725003826
167,960.0,108.0,920.101339169283,98.51720102846207,41.01007940030338
168,960.0,108.0,921.9904587711675,103.84408936727561,38.236066973650814
169,960.0,108.0,922.4498002916981,109.0506139233946,37.56489435296451
170,960.0,108.0,921.2934176343706,113.86607284888218,39.14856739518888
171,960.0,108.0,920.26826414008,117.5561475731345,40.86478668587394
172,960.0,108.0,920.120147512261,117.63423701029691,41.027078341193075
173,960.0,108.0,920.2485905111971,115.21394811793765,40.4006881599161
174,960.0,108.0,920.3783295164964,111.00611964840577,39.73554488419499
175,960.0,108.0,922.4355433019348,106.93555965985844,37.579534859528756
176,960.0,108.0,925.4755499154774,102.51180430054198,34.9579453869109
177,960.0,108.0,928.3478811946541,98.80541977043195,32.96053595537696
178,960.0,108.0,931.0356047145494,96.04712072581714,31.333807894908354
179,960.0,108.0,932.9524293365758,97.47503135204472,29.02319837360046
180,1728.0,108.0,1737.2689656372013,45.23290834292388,63.447785769650096
181,1728.0,108.0,1737.6790547608705,46.56789545726376,62.18993141669803
182,1728.0,108.0,1738.56896983687,48.30238784969014,60.62596819731206
183,1728.0,108.0,1738.0122027647737,51.86914048638488,57.01681851822443
184,1728.0,108.0,1739.2838872751358,56.76573950943714,52.46213453580423
185,1728.0,108.0,1735.408179583955,61.55502092328816,47.03208698520966
186,1728.0,108.0,1732.086505539784,65.52219954902733,42.673915436474054
187,1728.0,108.0,1730.7174976375165,68.25881369486308,39.83398903385789
188,1728.0,108.0,1733.3121627688938,70.5811133241318,37.79407563818287
189,1728.0,108.0,1737.624291515864,70.54832475487089,38.6685268124989
190,1728.0,108.0,1741.6630862365423,70.16420058586841,40.22720028554799
191,1728.0,108.0,1742.9838827404824,70.46934118297325,40.411224841875224
